data,responsavel,ambiente,build_branch,A1_login_operador,A2_navegacao_sem_crash,A3_dashboard_ok,A4_criar_membro,A5_criar_reserva,A6_bloqueio_conflito,A7_ajustes_persistem,B8_filtro_membros,B9_filtro_agenda,B10_cancelamento_longpress,B11_financeiro_lista,B12_marcar_paga,B13_validacao_logo,B14_pull_to_refresh,C15_layout_mobile,C16_texto_sem_truncamento,C17_feedbacks_ok,C18_resposta_aceitavel,C19_sem_redirect_invalido,C20_reflete_dashboard,bloco_a_criticos,bloco_b_qualidade,bloco_c_regressao,total_20,decisao,crash_critico,pendencias,resumo
2026-07-01,,,main,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,NAO TESTADO,"=CONT.SE(E2:K2;""PASSOU"")","=CONT.SE(L2:R2;""PASSOU"")","=CONT.SE(S2:X2;""PASSOU"")","=Y2+Z2+AA2","=SE(OU(AD2=""sim"";Y2<=5;AB2<=13);""NO GO"";SE(E(Y2>=7;AB2>=17);""GO"";SE(E(Y2>=6;AB2>=14;AB2<=16);""GO COM RESSALVAS"";""NO GO"")))",nao,"",""
