data,responsavel,ambiente,build_branch,bloco_a_criticos,bloco_b_qualidade,bloco_c_regressao,total_20,decisao,crash_critico,pendencias,resumo
2026-07-01,,,main,0,0,0,0,NO GO,nao,"",""
